PROPERTIES:;SonarFileName=../../Data/Antarctica2014/jetty3c.son;TIME0(sec)=1417771176.886;numPings=3235;SonarWidth=577;SonarHeight=739;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1417771176.94099998474121093750;0;1;0.036;0.031;-0.015;0.036;0.031;-0.015;0.036;0.031;-0.015;0.182;-0.192;0.026;0.182;-0.192;0.026;0.182;-0.192;0.026;0.094;-0.116;-0.009;0.094;-0.116;-0.009;0.094;-0.116;-0.009;-0.036;0.132;-0.076;-0.036;0.132;-0.076;-0.035;0.132;-0.076;907;808;800;517;517;339;1000;1000.000;650.000;1000;1000.000;765.000;1;1;1;1;
1417771176.99699997901916503906;1;2;0.050;-0.026;0.004;0.086;0.005;-0.011;0.086;0.005;-0.011;-0.036;0.751;-0.109;0.145;0.560;-0.083;0.147;0.560;-0.083;-0.179;0.554;-0.097;-0.085;0.438;-0.106;-0.084;0.438;-0.106;0.316;-1.055;0.161;0.280;-0.923;0.084;0.282;-0.922;0.084;910;812;800;499;499;331;1000;1000.000;683.000;1000;1000.000;769.000;1;1;1;1;
1417771177.05200004577636718750;2;3;-0.049;-0.002;0.002;0.038;0.004;-0.010;0.038;0.003;-0.010;0.095;1.387;-0.192;0.241;1.946;-0.275;0.248;1.946;-0.275;0.276;-0.619;0.121;0.191;-0.181;0.015;0.192;-0.181;0.015;-0.365;0.074;0.052;-0.084;-0.849;0.136;-0.083;-0.849;0.136;953;842;832;488;488;339;1000;1000.000;630.000;1000;1000.000;777.000;1;1;1;1;
1417771177.10700011253356933594;3;4;0.039;-0.030;-0.003;0.076;-0.026;-0.013;0.076;-0.026;-0.013;-0.338;-0.311;0.035;-0.097;1.636;-0.240;-0.091;1.637;-0.240;0.487;-0.975;0.153;0.678;-1.156;0.168;0.682;-1.155;0.168;0.000;-0.000;-0.000;-0.084;-0.849;0.136;-0.083;-0.849;0.136;957;828;816;502;502;315;1000;1000.000;679.000;1000;1000.000;766.000;1;1;1;1;
1417771177.16300010681152343750;4;5;-0.023;-0.016;-0.001;0.054;-0.042;-0.014;0.054;-0.042;-0.014;0.078;0.258;0.000;-0.019;1.894;-0.239;-0.012;1.894;-0.239;0.065;0.117;-0.033;0.743;-1.040;0.135;0.747;-1.038;0.135;0.301;-0.384;-0.048;0.216;-1.233;0.088;0.219;-1.233;0.088;969;849;835;478;478;317;1000;1000.000;661.000;1000;1000.000;769.000;1;1;1;1;
1417771177.21799993515014648438;5;6;0.051;0.052;-0.011;0.105;0.010;-0.025;0.105;0.010;-0.025;-0.346;-0.406;0.081;-0.365;1.487;-0.159;-0.359;1.489;-0.159;-0.167;0.606;-0.110;0.577;-0.434;0.025;0.580;-0.432;0.025;0.269;0.466;-0.090;0.486;-0.767;-0.003;0.488;-0.767;-0.003;962;844;831;476;476;320;1000;1000.000;668.000;1000;1000.000;766.000;1;1;1;1;
1417771177.27300000190734863281;6;7;0.040;-0.142;0.014;0.145;-0.132;-0.011;0.145;-0.132;-0.011;0.166;-0.111;0.016;-0.199;1.376;-0.143;-0.193;1.377;-0.143;0.191;-0.122;0.016;0.768;-0.556;0.041;0.771;-0.554;0.041;0.000;-0.000;-0.000;0.486;-0.767;-0.003;0.488;-0.767;-0.003;957;825;818;487;487;303;1000;1000.000;672.000;1000;1000.000;767.000;1;1;1;1;
1417771177.32800006866455078125;7;8;-0.006;0.050;-0.004;0.139;-0.082;-0.015;0.139;-0.082;-0.015;-0.015;0.478;-0.080;-0.214;1.854;-0.222;-0.206;1.855;-0.222;-0.240;-0.132;-0.011;0.527;-0.688;0.030;0.531;-0.687;0.030;-0.329;0.029;-0.005;0.156;-0.738;-0.007;0.158;-0.738;-0.007;948;826;820;467;467;303;1000;1000.000;642.000;1000;1000.000;759.000;1;1;1;1;
1417771177.38400006294250488281;8;9;-0.009;0.108;-0.003;0.130;0.026;-0.018;0.130;0.026;-0.018;0.121;-0.585;0.059;-0.093;1.269;-0.163;-0.087;1.270;-0.163;0.065;-0.120;-0.035;0.592;-0.808;-0.005;0.596;-0.806;-0.005;0.000;-0.000;-0.000;0.156;-0.738;-0.007;0.158;-0.738;-0.007;937;817;815;494;494;313;1000;1000.000;652.000;1000;1000.000;770.000;1;1;1;1;
1417771177.43899989128112792969;9;10;0.049;-0.102;0.014;0.179;-0.076;-0.004;0.179;-0.076;-0.004;0.032;0.133;-0.009;-0.061;1.402;-0.172;-0.054;1.403;-0.172;0.132;0.264;-0.034;0.724;-0.544;-0.039;0.727;-0.542;-0.039;0.036;-0.667;0.151;0.192;-1.405;0.144;0.196;-1.404;0.144;902;793;784;484;484;336;1000;1000.000;672.000;1000;1000.000;779.000;1;1;1;1;
