PROPERTIES:;SonarFileName=../../Data/Antarctica2014/jetty5.son;TIME0(sec)=1417771821.750;numPings=7965;SonarWidth=577;SonarHeight=739;SURFminHessian=300;SIFTthreshold=0.001;SIFTedgeThresh=100.000;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];FOVX=45;BLUR_IMGS=1;ROBUST_EST=4;PROCESS_00FRAME=0;Threshold Imgs=0;APPLY_CLAHE=0;CARTESIAN=1;VIDEO_SONAR_FILE=0;PROCESS_00FRAME=0;USE_RADIUS_MATCH=0;THRESHOLD_JUMPS=1;MAX_X=10;MAX_Y=20;MAX_PSI=20;

time2(sec);frame1;frame2;sonOFxshift;sonOFyshift;sonOFtheta;sonOFxshiftsum;sonOFyshiftsum;sonOFthetasum;sonOFxshiftsumGlobal;sonOFyshiftsumGlobal;sonOFthetasumGlobal;sonSURFxshift;sonSURFyshift;sonSURFtheta;sonSURFxshiftsum;sonSURFyshiftsum;sonSURFthetasum;sonSURFxshiftsumGlobal;sonSURFyshiftsumGlobal;sonSURFthetasumGlobal;sonSIFTxshift;sonSIFTyshift;sonSIFTtheta;sonSIFTxshiftsum;sonSIFTyshiftsum;sonSIFTthetasum;sonSIFTxshiftsumGlobal;sonSIFTyshiftsumGlobal;sonSIFTthetasumGlobal;sonHARRISxshift;sonHARRISyshift;sonHARRIStheta;sonHARRISxshiftsum;sonHARRISyshiftsum;sonHARRISthetasum;sonHARRISxshiftsumGlobal;sonHARRISyshiftsumGlobal;sonHARRISthetasumGlobal;OFnumCorners;OFnumMatches;OFnumInliers;SURFnumCorners;SURFnumMatches;SURFnumInliers;SIFTnumCorners;SIFTnumMatches;SIFTnumInliers;HARRISnumCorners;HARRISnumMatches;HARRISnumInliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
1417771821.80399990081787109375;0;1;0.757;-0.037;-0.011;0.757;-0.037;-0.011;0.757;-0.038;-0.011;0.718;0.576;-0.082;0.718;0.576;-0.082;0.719;0.575;-0.082;0.336;-1.222;0.131;0.336;-1.222;0.131;0.339;-1.222;0.131;0.946;0.828;-0.067;0.946;0.828;-0.067;0.947;0.827;-0.067;1000;811;801;304;304;195;1000;1000.000;627.000;1000;1000.000;590.000;1;1;1;1;
1417771821.85800004005432128906;1;2;0.798;-0.405;0.024;1.555;-0.442;0.014;1.555;-0.442;0.014;0.557;0.504;-0.085;1.275;1.080;-0.168;1.277;1.077;-0.168;-0.084;-2.470;0.351;0.253;-3.692;0.481;0.276;-3.692;0.481;0.691;-0.730;0.098;1.637;0.099;0.030;1.639;0.098;0.030;1000;816;812;338;338;196;1000;1000.000;586.000;1000;1000.000;617.000;1;1;1;1;
1417771821.91199994087219238281;2;3;0.763;0.148;-0.045;2.318;-0.294;-0.032;2.318;-0.294;-0.032;0.000;-0.000;-0.000;1.275;1.080;-0.168;1.277;1.077;-0.168;0.519;0.004;-0.016;0.771;-3.688;0.465;0.795;-3.684;0.465;0.463;-3.301;0.367;2.100;-3.202;0.397;2.124;-3.199;0.397;1000;819;803;334;334;261;1000;1000.000;578.000;1000;1000.000;615.000;1;0;1;1;
1417771821.96600008010864257812;3;4;0.796;-0.510;0.033;3.114;-0.804;0.002;3.115;-0.804;0.002;0.708;-0.414;-0.062;1.983;0.666;-0.230;1.984;0.660;-0.230;0.551;0.893;-0.177;1.322;-2.795;0.288;1.341;-2.788;0.288;0.750;-2.698;0.296;2.850;-5.900;0.693;2.907;-5.888;0.693;1000;813;810;329;329;182;1000;1000.000;628.000;1000;1000.000;637.000;1;1;1;1;
1417771822.01999998092651367188;4;5;0.785;-0.126;-0.003;3.900;-0.930;-0.002;3.900;-0.930;-0.002;0.522;-0.480;0.151;2.505;0.186;-0.079;2.505;0.180;-0.079;0.892;0.779;-0.109;2.214;-2.016;0.179;2.230;-2.006;0.179;0.956;0.785;-0.052;3.806;-5.115;0.641;3.854;-5.093;0.641;1000;825;820;321;321;179;1000;1000.000;590.000;1000;1000.000;622.000;1;1;1;1;
1417771822.07399988174438476562;5;6;0.924;-0.194;-0.011;4.824;-1.124;-0.013;4.824;-1.125;-0.013;0.948;-0.725;0.043;3.453;-0.539;-0.037;3.453;-0.546;-0.037;0.723;-0.977;0.101;2.937;-2.993;0.280;2.958;-2.980;0.280;0.925;-2.016;0.198;4.731;-7.132;0.840;4.809;-7.096;0.840;1000;817;812;333;333;182;1000;1000.000;582.000;1000;1000.000;609.000;1;1;1;1;
1417771822.12800002098083496094;6;7;0.828;-0.250;-0.001;5.652;-1.374;-0.015;5.652;-1.375;-0.015;0.966;-2.193;0.235;4.419;-2.733;0.199;4.427;-2.736;0.199;0.737;-2.056;0.330;3.674;-5.049;0.611;3.717;-5.028;0.611;0.657;0.421;-0.011;5.388;-6.711;0.829;5.459;-6.665;0.829;1000;835;825;334;334;192;1001;1001.000;596.000;1000;1000.000;643.000;1;1;1;1;
1417771822.18300008773803710938;7;8;0.849;-0.397;0.021;6.501;-1.771;0.006;6.501;-1.772;0.006;0.558;-1.325;0.025;4.977;-4.057;0.223;4.990;-4.059;0.223;0.992;-0.483;0.029;4.666;-5.532;0.640;4.715;-5.499;0.640;0.861;0.671;-0.110;6.249;-6.040;0.719;6.312;-5.984;0.719;1000;814;803;335;335;192;1000;1000.000;584.000;1000;1000.000;637.000;1;1;1;1;
1417771822.23699998855590820312;8;9;0.907;-0.262;-0.001;7.408;-2.034;0.005;7.408;-2.034;0.005;0.890;-0.477;-0.012;5.868;-4.535;0.211;5.882;-4.533;0.211;0.470;-2.893;0.238;5.136;-8.425;0.878;5.229;-8.385;0.878;0.366;0.061;-0.049;6.615;-5.980;0.670;6.677;-5.919;0.670;1000;824;816;330;330;196;1000;1000.000;615.000;1000;1000.000;634.000;1;1;1;1;
1417771822.29099988937377929688;9;10;0.807;-0.196;0.011;8.215;-2.230;0.016;8.215;-2.230;0.016;0.991;0.908;-0.103;6.859;-3.627;0.109;6.871;-3.623;0.109;1.213;-0.026;0.012;6.350;-8.451;0.890;6.443;-8.392;0.890;1.328;-1.146;0.102;7.943;-7.125;0.772;8.021;-7.046;0.772;1000;829;823;347;347;195;1000;1000.000;576.000;1000;1000.000;605.000;1;1;1;1;
