length=;8534;
t1;t2;x;y;yaw;numCorners;numMatches;numInliers;estValid;
1417772269.57699990272521972656;1417772269.63400006294250488281;0.370;-0.048;-0.008;657;503;497;1;
1417772269.63400006294250488281;1417772269.69099998474121093750;0.324;-0.098;0.013;648;475;465;1;
1417772269.69099998474121093750;1417772269.74699997901916503906;0.373;-0.160;0.035;591;452;443;1;
1417772269.74699997901916503906;1417772269.80399990081787109375;0.395;-0.218;0.030;588;445;436;1;
1417772269.80399990081787109375;1417772269.86100006103515625000;0.360;-0.209;0.036;609;455;445;1;
1417772269.86100006103515625000;1417772269.91799998283386230469;0.405;-0.080;0.016;643;460;452;1;
1417772269.91799998283386230469;1417772269.97499990463256835938;0.358;-0.096;0.010;617;448;446;1;
1417772269.97499990463256835938;1417772270.03200006484985351562;0.376;-0.079;0.023;581;440;436;1;
1417772270.03200006484985351562;1417772270.08899998664855957031;0.451;-0.051;0.000;626;462;451;1;
1417772270.08899998664855957031;1417772270.14599990844726562500;0.382;-0.050;0.009;622;441;427;1;
1417772270.14599990844726562500;1417772270.20300006866455078125;0.439;-0.071;0.013;574;418;410;1;
1417772270.20300006866455078125;1417772270.25999999046325683594;0.442;-0.119;0.027;599;435;433;1;
1417772270.25999999046325683594;1417772270.31699991226196289062;0.443;-0.148;0.021;585;421;407;1;
1417772270.31699991226196289062;1417772270.37400007247924804688;0.467;-0.173;0.039;642;419;414;1;
1417772270.37400007247924804688;1417772270.43099999427795410156;0.473;-0.083;0.031;572;420;417;1;
1417772270.43099999427795410156;1417772270.48699998855590820312;0.462;-0.132;0.039;639;435;422;1;
1417772270.48699998855590820312;1417772270.54399991035461425781;0.489;-0.040;-0.011;616;431;412;1;
1417772270.54399991035461425781;1417772270.60100007057189941406;0.463;-0.221;0.041;589;417;411;1;
1417772270.60100007057189941406;1417772270.65799999237060546875;0.495;-0.088;0.002;587;415;411;1;
1417772270.65799999237060546875;1417772270.71499991416931152344;0.511;0.117;-0.047;546;391;384;1;
1417772270.71499991416931152344;1417772270.77200007438659667969;0.476;-0.033;-0.018;561;396;385;1;
1417772270.77200007438659667969;1417772270.82899999618530273438;0.528;-0.065;-0.005;521;370;367;1;
1417772270.82899999618530273438;1417772270.88599991798400878906;0.500;-0.110;-0.012;555;382;376;1;
1417772270.88599991798400878906;1417772270.94300007820129394531;0.521;-0.059;-0.034;562;398;395;1;
1417772270.94300007820129394531;1417772271.00000000000000000000;0.471;0.106;-0.075;599;409;397;1;
1417772271.00000000000000000000;1417772271.05599999427795410156;0.592;-0.096;-0.024;578;386;384;1;
1417772271.05599999427795410156;1417772271.11299991607666015625;0.523;-0.095;-0.034;613;414;407;1;
1417772271.11299991607666015625;1417772271.17000007629394531250;0.500;0.006;-0.031;545;400;399;1;
1417772271.17000007629394531250;1417772271.22699999809265136719;0.485;-0.304;0.023;588;407;400;1;
1417772271.22699999809265136719;1417772271.28399991989135742188;0.544;-0.139;-0.014;567;391;383;1;
1417772271.28399991989135742188;1417772271.34100008010864257812;0.614;-0.302;0.016;592;404;401;1;
1417772271.34100008010864257812;1417772271.39800000190734863281;0.525;0.136;-0.070;585;407;403;1;
