length=;200;;x
x;y;yaw;
210;1200;90;
220;1200;90;
230;1200;90;
240;1200;90;
250;1200;90;
260;1200;90;
270;1200;90;
280;1200;90;
290;1200;90;
300;1200;90;
310;1200;90;
320;1200;90;
330;1200;90;
340;1200;90;
350;1200;90;
360;1200;90;
370;1200;90;
380;1200;90;
390;1200;90;
400;1200;90;
410;1200;90;
420;1200;90;
430;1200;90;
440;1200;90;
450;1200;90;
460;1200;90;
470;1200;90;
480;1200;90;
490;1200;90;
500;1200;90;
510;1200;90;
520;1200;90;
530;1200;90;
540;1200;90;
550;1200;90;
560;1200;90;
570;1200;90;
580;1200;90;
590;1200;90;
600;1200;90;
610;1200;90;
620;1200;90;
630;1200;90;
640;1200;90;
650;1200;90;
660;1200;90;
670;1200;90;
680;1200;90;
690;1200;90;
700;1200;90;
710;1200;90;
720;1200;90;
730;1200;90;
740;1200;90;
750;1200;90;
760;1200;90;
770;1200;90;
780;1200;90;
790;1200;90;
800;1200;90;
810;1200;90;
820;1200;90;
830;1200;90;
840;1200;90;
850;1200;90;
860;1200;90;
870;1200;90;
880;1200;90;
890;1200;90;
900;1200;90;
910;1200;90;
920;1200;90;
930;1200;90;
940;1200;90;
950;1200;90;
960;1200;90;
970;1200;90;
980;1200;90;
990;1200;90;
1000;1200;90;
1010;1200;90;
1020;1200;90;
1030;1200;90;
1040;1200;90;
1050;1200;90;
1060;1200;90;
1070;1200;90;
1080;1200;90;
1090;1200;90;
1100;1200;90;
1110;1200;90;
1120;1200;90;
1130;1200;90;
1140;1200;90;
1150;1200;90;
1160;1200;90;
1170;1200;90;
1180;1200;90;
1190;1200;90;
1200;1200;90;
1210;1200;90;
1220;1200;90;
1230;1200;90;
1240;1200;90;
1250;1200;90;
1260;1200;90;
1270;1200;90;
1280;1200;90;
1290;1200;90;
1300;1200;90;
1310;1200;90;
1320;1200;90;
1330;1200;90;
1340;1200;90;
1350;1200;90;
1360;1200;90;
1370;1200;90;
1380;1200;90;
1390;1200;90;
1400;1200;90;
1410;1200;90;
1420;1200;90;
1430;1200;90;
1440;1200;90;
1450;1200;90;
1460;1200;90;
1470;1200;90;
1480;1200;90;
1490;1200;90;
1500;1200;90;
1510;1200;90;
1520;1200;90;
1530;1200;90;
1540;1200;90;
1550;1200;90;
1560;1200;90;
1570;1200;90;
1580;1200;90;
1590;1200;90;
1600;1200;90;
1610;1200;90;
1620;1200;90;
1630;1200;90;
1640;1200;90;
1650;1200;90;
1660;1200;90;
1670;1200;90;
1680;1200;90;
1690;1200;90;
1700;1200;90;
1710;1200;90;
1720;1200;90;
1730;1200;90;
1740;1200;90;
1750;1200;90;
1760;1200;90;
1770;1200;90;
1780;1200;90;
1790;1200;90;
1800;1200;90;
1810;1200;90;
1820;1200;90;
1830;1200;90;
1840;1200;90;
1850;1200;90;
1860;1200;90;
1870;1200;90;
1880;1200;90;
1890;1200;90;
1900;1200;90;
1910;1200;90;
1920;1200;90;
1930;1200;90;
1940;1200;90;
1950;1200;90;
1960;1200;90;
1970;1200;90;
1980;1200;90;
1990;1200;90;
2000;1200;90;
2010;1200;90;
2020;1200;90;
2030;1200;90;
2040;1200;90;
2050;1200;90;
2060;1200;90;
2070;1200;90;
2080;1200;90;
2090;1200;90;
2100;1200;90;
2110;1200;90;
2120;1200;90;
2130;1200;90;
2140;1200;90;
2150;1200;90;
2160;1200;90;
2170;1200;90;
2180;1200;90;
2190;1200;90;
2200;1200;90;
