length=;515;
t1;t2;x;y;yaw;numCorners;numMatches;numInliers;estValid;
1390680649.67700004577636718750;1390680649.82500004768371582031;4.192;-1.571;0.292;469;467;467;1;
1390680649.82500004768371582031;1390680649.98499989509582519531;-0.271;0.004;-0.097;458;457;457;1;
1390680649.98499989509582519531;1390680650.14100003242492675781;-2.691;-0.375;0.001;481;479;479;1;
1390680650.14100003242492675781;1390680650.27099990844726562500;-2.675;1.760;-0.457;456;455;455;1;
1390680650.27099990844726562500;1390680650.40899991989135742188;0.307;0.829;-0.156;462;461;461;1;
1390680650.40899991989135742188;1390680650.54099988937377929688;0.847;-2.040;0.389;473;472;472;1;
1390680650.54099988937377929688;1390680650.67199993133544921875;0.233;0.416;-0.245;462;461;461;1;
1390680650.67199993133544921875;1390680650.81500005722045898438;1.623;2.867;-0.644;457;453;453;1;
1390680650.81500005722045898438;1390680650.96300005912780761719;-1.095;-0.184;0.170;469;467;467;1;
1390680650.96300005912780761719;1390680651.13299989700317382812;2.442;0.170;0.212;463;458;458;1;
1390680651.13299989700317382812;1390680651.25799989700317382812;1.568;0.360;-0.073;413;410;410;1;
1390680651.25799989700317382812;1390680651.41400003433227539062;-1.002;-1.457;0.130;452;451;451;1;
1390680651.41400003433227539062;1390680651.53600001335144042969;2.564;0.589;-0.064;454;454;454;1;
1390680651.53600001335144042969;1390680651.67300009727478027344;-0.349;-0.150;-0.150;472;471;471;1;
1390680651.67300009727478027344;1390680651.82500004768371582031;1.480;0.100;-0.053;463;460;460;1;
1390680651.82500004768371582031;1390680651.98300004005432128906;0.917;1.202;-0.326;466;465;465;1;
1390680651.98300004005432128906;1390680652.13400006294250488281;2.912;-1.574;0.138;410;406;406;1;
1390680652.13400006294250488281;1390680652.27300000190734863281;-1.069;-0.252;0.032;362;360;360;1;
1390680652.27300000190734863281;1390680652.46600008010864257812;-1.612;-0.881;-0.059;316;316;316;1;
1390680652.46600008010864257812;1390680652.57800006866455078125;1.784;0.201;-0.134;286;286;286;1;
1390680652.57800006866455078125;1390680652.76200008392333984375;-0.004;0.672;-0.138;302;302;302;1;
1390680652.76200008392333984375;1390680652.93000006675720214844;2.683;1.755;-0.406;403;403;403;1;
1390680652.93000006675720214844;1390680653.09200000762939453125;-0.278;1.699;-0.347;325;324;324;1;
1390680653.09200000762939453125;1390680653.24900007247924804688;4.323;-0.691;0.143;400;398;398;1;
1390680653.24900007247924804688;1390680653.39000010490417480469;-0.467;-0.888;0.499;427;423;423;1;
1390680653.39000010490417480469;1390680653.50300002098083496094;-0.640;-4.013;0.594;453;451;451;1;
1390680653.50300002098083496094;1390680653.61800003051757812500;-0.703;-1.966;0.076;390;389;389;1;
1390680653.61800003051757812500;1390680653.75300002098083496094;-0.660;0.918;-0.114;331;328;328;1;
1390680653.75300002098083496094;1390680653.88700008392333984375;-0.491;-0.502;0.095;385;384;384;1;
1390680653.88700008392333984375;1390680654.03500008583068847656;-1.397;-0.951;0.228;435;430;430;1;
1390680654.03500008583068847656;1390680654.17300009727478027344;-0.963;-1.982;0.399;463;462;462;1;
1390680654.17300009727478027344;1390680654.32800006866455078125;0.380;-1.920;0.297;316;315;315;1;
1390680654.32800006866455078125;1390680654.48699998855590820312;1.373;-0.519;0.089;230;229;229;1;
1390680654.48699998855590820312;1390680654.64800000190734863281;1.152;1.902;-0.252;308;308;308;1;
1390680654.64800000190734863281;1390680654.79299998283386230469;1.667;-0.293;-0.023;450;450;450;1;
1390680654.79299998283386230469;1390680654.94400000572204589844;-0.316;-0.568;-0.018;464;462;462;1;
1390680654.94400000572204589844;1390680655.07200002670288085938;-0.077;0.033;0.084;404;404;404;1;
1390680655.07200002670288085938;1390680655.22900009155273437500;0.669;-0.939;0.189;423;423;423;1;
1390680655.22900009155273437500;1390680655.37500000000000000000;1.687;0.608;0.033;461;461;461;1;
1390680655.37500000000000000000;1390680655.52300000190734863281;1.016;1.089;-0.402;469;469;469;1;
1390680655.52300000190734863281;1390680655.67300009727478027344;0.280;-2.230;0.413;460;460;460;1;
1390680655.67300009727478027344;1390680655.81399989128112792969;0.392;-3.780;0.504;473;472;472;1;
1390680655.81399989128112792969;1390680655.96000003814697265625;-1.745;-0.491;0.264;477;472;472;1;
1390680655.96000003814697265625;1390680656.11100006103515625000;-0.344;2.049;-0.480;486;485;485;1;
1390680656.11100006103515625000;1390680656.25300002098083496094;0.934;1.705;-0.105;478;476;476;1;
1390680656.25300002098083496094;1390680656.41599988937377929688;0.617;-3.365;0.454;486;486;486;1;
1390680656.41599988937377929688;1390680656.56800007820129394531;1.779;0.512;-0.109;464;463;463;1;
1390680656.56800007820129394531;1390680656.68400001525878906250;0.947;-0.688;-0.025;439;436;436;1;
1390680656.68400001525878906250;1390680656.83100008964538574219;-2.007;1.726;-0.562;440;436;436;1;
1390680656.83100008964538574219;1390680656.97000002861022949219;-0.769;1.335;-0.213;443;443;443;1;
1390680656.97000002861022949219;1390680657.11100006103515625000;-0.858;1.715;-0.293;456;452;452;1;
