PROPERTIES:;VideoFileName=../../Data/Antarctica2014/jetty11c.avi;CameraType=12;videoSize=[720 x 480];videoFPS=30;videoFrameCount=3573;SURFminHessian=400;SIFTthreshold=0.001;SIFTedgeThresh=100;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];fx_new=869.117;fy_new=767.514;princPt=[359.5, 239.5];FRONT_CAMERA=1;DES_FOVX=45;BLUR_IMGS=0;ROBUST_EST=4;PROCESS_00FRAME=0;THRESHOLD_JUMPS=1;MAX_ROT=30;

frame1;frame2;vidOF_x_rot;vidOF_y_rot;vidOF_z_rot;vidOF_x_sum;vidOF_y_sum;vidOF_z_sum;vidSURF_x_rot;vidSURF_y_rot;vidSURF_z_rot;vidSURF_x_sum;vidSURF_y_sum;vidSURF_z_sum;vidSIFT_x_rot;vidSIFT_y_rot;vidSIFT_z_rot;vidSIFT_x_sum;vidSIFT_y_sum;vidSIFT_z_sum;vidHARRIS_x_rot;vidHARRIS_y_rot;vidHARRIS_z_rot;vidHARRIS_x_sum;vidHARRIS_y_sum;vidHARRIS_z_sum;vidOFtranslMat_x;vidOFtranslMat_y;vidOFtranslMat_z;vidSURFtranslMat_x;vidSURFtranslMat_y;vidSURFtranslMat_z;vidSIFTtranslMat_x;vidSIFTtranslMat_y;vidSIFTtranslMat_z;vidHARRIStranslMat_x;vidHARRIStranslMat_y;vidHARRIStranslMat_z;vidOFglobalSum_x;vidOFglobalSum_y;vidOFglobalSum_z;vidOFglobalSum_roll;vidOFglobalSum_pitch;vidOFglobalSum_yaw;vidSURFglobalSum_x;vidSURFglobalSum_y;vidSURFglobalSum_z;vidSURFglobalSum_roll;vidSURFglobalSum_pitch;vidSURFglobalSum_yaw;vidSIFTglobalSum_x;vidSIFTglobalSum_y;vidSIFTglobalSum_z;vidSIFTglobalSum_roll;vidSIFTglobalSum_pitch;vidSIFTglobalSum_yaw;vidHARRISglobalSum_x;vidHARRISglobalSum_y;vidHARRISglobalSum_z;vidHARRISglobalSum_roll;vidHARRISglobalSum_pitch;vidHARRISglobalSum_yaw;vidOFcorners2;vidOFmatches;vidOFinliers;vidSURFcorners2;vidSURFmatches;vidSURFinliers;vidSIFTcorners2;vidSIFTmatches;vidSIFTinliers;vidHARRIScorners2;vidHARRISmatches;vidHARRISinliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
0;1;0;0;-0.00559801;0;0;-0.00559801;0;0;-0.064216;0;0;-0.064216;0;0;-0.369285;0;0;-0.369285;0;0;-0.00774734;0;0;-0.00774734;0.957866;0.220467;-0.184084;0.988738;0.115989;0.0945677;0.939658;0.342022;-0.00799202;0.978824;0.153716;0.135183;0.957888;0.220373;-0.184084;0;0;-0.00559801;0.988868;0.114881;0.0945677;0;0;-0.064216;0.941843;0.335959;-0.00799202;0;0;-0.369285;0.978845;0.153584;0.135183;0;0;-0.00774734;218;178;147;52;52;30;1000;1000;601;37;37;23;1;1;1;1;
1;2;0;0;0.00237735;0;0;-0.00322065;0;0;-0.00181954;0;0;-0.0660356;0;0;0.0104082;0;0;-0.358877;0;0;0;0;0;-0.00774734;0.969178;-0.245161;0.0243009;0.981982;-0.188938;0.00362605;-0.922126;0.386889;0;0.967628;0.161997;-0.193526;1.92705;-0.024842;-0.159783;0;0;-0.00322065;1.97063;-0.0751892;0.0981937;0;0;-0.0660356;0.0221578;0.728615;-0.00792524;0;0;-0.358877;1.9465;0.31545;-0.0583428;0;0;-0.00774734;283;243;203;56;56;39;1000;1000;562;47;47;28;1;1;1;1;
2;3;0;0;0.0208429;0;0;0.0176223;0;0;-2.61868;0;0;-2.68472;0;0;-0.184858;0;0;-0.543735;0;0;0.12933;0;0;0.121582;0.945172;-0.326222;0.0151567;-0.0876985;0.996027;-0.0154941;-0.963158;0.267048;-0.0318283;0.960018;-0.275829;0.0477816;2.87232;-0.350773;-0.144626;0;0;0.0176223;1.92968;0.923852;0.0826996;0;0;-2.68472;-0.938422;1.00479;-0.0397535;0;0;-0.543735;2.9071;0.0416587;-0.0105612;0;0;0.121582;279;242;193;66;66;48;1000;1000;832;52;52;35;1;1;1;1;
3;4;0;0;0.004016;0;0;0.0216383;0;0;-0.0349397;0;0;-2.71966;0;0;-0.177966;0;0;-0.7217;0;0;-2.66683;0;0;-2.54525;-0.968194;-0.215407;0.127278;0.774239;-0.632881;-0.0040462;0.4993;-0.866391;0.00812781;-0.974;0.22492;-0.0271176;1.90421;-0.566546;-0.0173477;0;0;0.0216383;2.67302;0.254947;0.0786534;0;0;-2.71966;-0.450075;0.13218;-0.0316257;0;0;-0.7217;1.94405;0.309611;-0.0376788;0;0;-2.54525;404;366;281;65;65;37;1000;1000;602;96;96;80;1;1;1;1;
4;5;0;0;0;0;0;0.0216814;0;0;0.0171962;0;0;-2.70246;0;0;0.510759;0;0;-0.210941;0;0;1.94474;0;0;-0.600512;-0.981195;0.192814;-0.00892607;0.917789;0.393684;0.0517337;0.138243;-0.990394;0.00287981;0.843483;-0.529854;0.0882703;0.922943;-0.374103;-0.0262738;0;0;0.0216814;3.60835;0.604919;0.130387;0;0;-2.70246;-0.31548;-0.858717;-0.0287459;0;0;-0.210941;2.78193;-0.229054;0.0505915;0;0;-0.600512;243;229;178;74;74;46;1001;1001;586;25;25;17;1;1;1;1;
5;6;0;0;-0.00148201;0;0;0.0201994;0;0;0.0107044;0;0;-2.69176;0;0;-0.0117485;0;0;-0.22269;0;0;-0.0354228;0;0;-0.635934;-0.834778;-0.548036;0.052939;-0.980778;0.194701;0.0128799;0.952505;-0.304523;-0.000882556;-0.978848;0.204585;-0.000747718;0.0883587;-0.922433;0.0266653;0;0;0.0201994;2.6378;0.845466;0.143267;0;0;-2.69176;0.635834;-1.16694;-0.0296285;0;0;-0.22269;1.80541;-0.0136171;0.0498438;0;0;-0.635934;420;392;302;76;76;45;1000;1000;566;101;101;61;1;1;1;1;
6;7;0;0;0.000963867;0;0;0.0211633;0;0;0.025148;0;0;-2.66661;0;0;-0.137439;0;0;-0.360129;0;0;-0.491206;0;0;-1.12714;-0.982605;-0.00772287;-0.185548;-0.945098;-0.326758;-0.00440201;-0.0664483;-0.997665;0.0157687;0.966262;-0.257529;0.00399716;-0.894243;-0.930519;-0.158883;0;0;0.0211633;1.67852;0.563032;0.138865;0;0;-2.66661;0.563117;-2.16417;-0.0138598;0;0;-0.360129;2.76642;-0.290104;0.0538409;0;0;-1.12714;429;395;301;82;82;46;1001;1001;569;82;82;54;1;1;1;1;
7;8;0;0;0.000427811;0;0;0.0215911;0;0;0.00514055;0;0;-2.66147;0;0;-0.214821;0;0;-0.57495;0;0;0;0;0;-1.12714;0.974241;-0.225201;0.0117621;0.983117;0.182808;-0.00786082;0.356453;-0.934235;0.0120857;0.969596;-0.244655;0.00532888;0.0800829;-1.15535;-0.147121;0;0;0.0215911;2.66907;0.699992;0.131004;0;0;-2.66147;0.910177;-3.10193;-0.00177411;0;0;-0.57495;3.73102;-0.553784;0.0591698;0;0;-1.12714;323;307;238;87;87;52;1000;1000;578;28;28;18;1;1;1;1;
8;9;0;0;-0.000424746;0;0;0.0211663;0;0;-0.00873158;0;0;-2.6702;0;0;-0.199261;0;0;-0.774211;0;0;0;0;0;-1.12714;-0.0695911;0.0253931;-0.997252;-0.962752;0.0651477;-0.262419;0.889144;0.457491;-0.0111657;-0.991891;-0.0884285;0.0912798;0.0104823;-1.12999;-1.14437;0;0;0.0211663;1.7104;0.809921;-0.131415;0;0;-2.6702;1.80542;-2.6565;-0.0129398;0;0;-0.774211;2.73758;-0.622684;0.15045;0;0;-1.12714;297;284;234;75;75;49;1000;1000;592;34;34;20;1;1;1;1;
9;10;0;0;0.00121679;0;0;0.0223831;0;0;-0.00133433;0;0;-2.67154;0;0;0.49966;0;0;-0.274551;0;0;-1.3501;0;0;-2.47724;-0.827193;-0.267048;0.494406;0.97432;-0.22515;0.00300276;-0.17384;-0.984662;0.014855;-0.972734;0.118078;-0.199613;-0.816606;-1.39736;-0.649967;0;0;0.0223831;2.67316;0.539603;-0.128413;0;0;-2.67154;1.62686;-3.64031;0.00191516;0;0;-0.274551;1.77086;-0.462673;-0.0491634;0;0;-2.47724;313;297;231;75;75;49;1000;1000;570;50;50;40;1;1;1;1;
10;11;0;0;-0.000281255;0;0;0.0221019;0;0;1.34467;0;0;-1.32686;0;0;0.178258;0;0;-0.0962935;0;0;0;0;0;-2.47724;-0.989256;-0.104972;0.101748;0.0995774;-0.994954;-0.0122841;-0.838109;-0.538492;0.087174;-0.757406;-0.64845;0.0764794;-1.80582;-1.50271;-0.548219;0;0;0.0221019;2.74967;-0.45739;-0.140697;0;0;-1.32686;0.787852;-4.1774;0.0890892;0;0;-0.0962935;0.98613;-1.07778;0.027316;0;0;-2.47724;276;261;199;79;79;56;1000;1000;577;59;59;41;1;1;1;1;
11;12;0;0;0.388183;0;0;0.410285;0;0;-0.298902;0;0;-1.62577;0;0;-0.223172;0;0;-0.319465;0;0;0;0;0;-2.47724;-0.0951498;-0.995462;0.00100164;0.663163;0.746573;-0.0533189;0.995321;-0.0682447;-0.0683979;-0.973171;0.0982717;-0.208039;-1.89384;-2.49883;-0.547218;0;0;0.410285;3.43375;0.270068;-0.194016;0;0;-1.62577;1.78278;-4.25119;0.0206912;0;0;-0.319465;0.0181159;-0.937536;-0.180723;0;0;-2.47724;296;278;227;78;78;49;1000;1000;784;37;37;24;1;1;1;1;
12;13;0;0;-0.310062;0;0;0.100223;0;0;-0.0632531;0;0;-1.68902;0;0;0.0652739;0;0;-0.254192;0;0;0;0;0;-2.47724;0.0457531;-0.998883;0.0117921;0.994597;-0.0388613;-0.0962636;0.937513;0.347942;-0.00239572;0.700039;-0.709459;-0.0813267;-1.84634;-3.49763;-0.535426;0;0;0.100223;4.42677;0.201908;-0.290279;0;0;-1.68902;2.72182;-3.90741;0.0182955;0;0;-0.254192;0.686836;-1.67659;-0.262049;0;0;-2.47724;290;270;203;70;70;44;1000;1000;610;28;28;19;1;1;1;1;
13;14;0;0;-0.0484967;0;0;0.0517264;0;0;0.0536595;0;0;-1.63536;0;0;-0.0403412;0;0;-0.294533;0;0;0;0;0;-2.47724;0.395261;-0.917826;-0.0369231;-0.611782;-0.78877;0.0596992;-0.268304;-0.962888;0.0293309;-0.096856;-0.99512;-0.0188661;-1.45025;-4.4151;-0.572349;0;0;0.0517264;3.79273;-0.569082;-0.23058;0;0;-1.63536;2.44857;-4.86891;0.0476264;0;0;-0.294533;0.547058;-2.66659;-0.280915;0;0;-2.47724;293;272;231;74;74;49;1000;1000;569;80;80;52;1;1;1;1;
14;15;0;0;0.00970196;0;0;0.0614284;0;0;-0.382054;0;0;-2.01741;0;0;-1.28312;0;0;-1.57765;0;0;0.0552856;0;0;-2.42196;0.0332197;-0.999447;0.00151242;-0.776041;0.626498;0.0725263;0.989841;0.105899;-0.0948695;-0.974356;-0.139209;-0.176779;-1.41596;-5.41451;-0.570836;0;0;0.0614284;3.03922;0.0843474;-0.158054;0;0;-2.01741;3.44096;-4.7903;-0.0472431;0;0;-1.57765;-0.43231;-2.7645;-0.457694;0;0;-2.42196;306;285;231;92;92;59;1000;1000;753;72;72;59;1;1;1;1;
15;16;0;0;0.000935817;0;0;0.0623642;0;0;0.295132;0;0;-1.72228;0;0;-0.0516075;0;0;-1.62926;0;0;-0.895147;0;0;-3.3171;0.680024;-0.0625468;0.730517;0.720406;0.689266;-0.076989;0.265148;0.964174;-0.00809517;0.981296;0.183196;-0.0591303;-0.735869;-5.47632;0.159681;0;0;0.0623642;3.78002;0.75165;-0.235043;0;0;-1.72228;3.73341;-3.83405;-0.0553383;0;0;-1.62926;0.557942;-2.63839;-0.516825;0;0;-3.3171;379;353;273;82;82;51;1000;1000;592;139;139;114;1;1;1;1;
16;17;0;0;-0.00175682;0;0;0.0606074;0;0;0.103378;0;0;-1.6189;0;0;-0.838046;0;0;-2.46731;0;0;0.297473;0;0;-3.01963;0.957641;-0.269716;-0.10088;0.994232;-0.0420829;-0.0986509;0.146948;0.989009;-0.0163692;-0.960757;-0.0082908;-0.277269;0.222057;-5.74502;0.0588015;0;0;0.0606074;4.77266;0.681496;-0.333693;0;0;-1.6189;3.9228;-2.85229;-0.0717075;0;0;-2.46731;-0.401917;-2.59606;-0.794093;0;0;-3.01963;363;343;299;78;78;52;1000;1000;572;76;76;45;1;1;1;1;
17;18;0;0;-0.0107492;0;0;0.0498582;0;0;0.211899;0;0;-1.407;0;0;-0.735633;0;0;-3.20294;0;0;-0.0129217;0;0;-3.03255;-0.588983;-0.795138;0.144409;0.291239;0.956566;-0.0127282;0.0973097;0.995229;0.00706589;0.944636;-0.283231;-0.165658;-0.366234;-6.54067;0.20321;0;0;0.0498582;5.0873;1.63062;-0.346422;0;0;-1.407;4.07556;-1.86405;-0.0646416;0;0;-3.20294;0.526412;-2.92887;-0.959752;0;0;-3.03255;362;344;299;83;83;51;1000;1000;570;66;66;38;1;1;1;1;
18;19;0;0;-0.0128323;0;0;0.0370259;0;0;0.000708298;0;0;-1.4063;0;0;-0.271204;0;0;-3.47414;0;0;0;0;0;-3.03255;0.738697;-0.642106;0.205004;-0.521194;0.851407;0.0588488;0.0292801;0.999382;-0.0194556;-0.115165;0.993061;-0.0238073;0.372878;-7.1823;0.408215;0;0;0.0370259;4.58716;2.49456;-0.287573;0;0;-1.4063;4.16535;-0.86828;-0.0840973;0;0;-3.47414;0.463945;-1.93111;-0.983559;0;0;-3.03255;362;346;283;88;88;55;1000;1000;581;82;82;46;1;1;1;1;
19;20;0;0;-0.00125902;0;0;0.0357669;0;0;-0.113028;0;0;-1.51932;0;0;0.572755;0;0;-2.90139;0;0;0;0;0;-3.03255;0.0469836;0.236759;0.970432;-0.325643;0.944998;0.0305783;-0.0455937;-0.998821;0.0166401;-0.949719;-0.313;0.00804308;0.419714;-6.94551;1.37865;0;0;0.0357669;4.28669;3.44786;-0.256995;0;0;-1.51932;4.06926;-1.86351;-0.0674572;0;0;-2.90139;-0.501003;-2.19343;-0.975516;0;0;-3.03255;361;347;318;93;93;61;1000;1000;571;80;80;47;1;1;1;1;
