PROPERTIES:;VideoFileName=../../Data/Antarctica2014/jetty9.avi;CameraType=12;videoSize=[720 x 480];videoFPS=30;videoFrameCount=4573;SURFminHessian=400;SIFTthreshold=0.001;SIFTedgeThresh=100;CLAHEclipLimit=4;CLAHEtileSize=[16 x 16];fx_new=869.117;fy_new=767.514;princPt=[359.5, 239.5];FRONT_CAMERA=1;DES_FOVX=45;BLUR_IMGS=0;ROBUST_EST=4;PROCESS_00FRAME=0;THRESHOLD_JUMPS=1;MAX_ROT=30;

frame1;frame2;vidOF_x_rot;vidOF_y_rot;vidOF_z_rot;vidOF_x_sum;vidOF_y_sum;vidOF_z_sum;vidSURF_x_rot;vidSURF_y_rot;vidSURF_z_rot;vidSURF_x_sum;vidSURF_y_sum;vidSURF_z_sum;vidSIFT_x_rot;vidSIFT_y_rot;vidSIFT_z_rot;vidSIFT_x_sum;vidSIFT_y_sum;vidSIFT_z_sum;vidHARRIS_x_rot;vidHARRIS_y_rot;vidHARRIS_z_rot;vidHARRIS_x_sum;vidHARRIS_y_sum;vidHARRIS_z_sum;vidOFtranslMat_x;vidOFtranslMat_y;vidOFtranslMat_z;vidSURFtranslMat_x;vidSURFtranslMat_y;vidSURFtranslMat_z;vidSIFTtranslMat_x;vidSIFTtranslMat_y;vidSIFTtranslMat_z;vidHARRIStranslMat_x;vidHARRIStranslMat_y;vidHARRIStranslMat_z;vidOFglobalSum_x;vidOFglobalSum_y;vidOFglobalSum_z;vidOFglobalSum_roll;vidOFglobalSum_pitch;vidOFglobalSum_yaw;vidSURFglobalSum_x;vidSURFglobalSum_y;vidSURFglobalSum_z;vidSURFglobalSum_roll;vidSURFglobalSum_pitch;vidSURFglobalSum_yaw;vidSIFTglobalSum_x;vidSIFTglobalSum_y;vidSIFTglobalSum_z;vidSIFTglobalSum_roll;vidSIFTglobalSum_pitch;vidSIFTglobalSum_yaw;vidHARRISglobalSum_x;vidHARRISglobalSum_y;vidHARRISglobalSum_z;vidHARRISglobalSum_roll;vidHARRISglobalSum_pitch;vidHARRISglobalSum_yaw;vidOFcorners2;vidOFmatches;vidOFinliers;vidSURFcorners2;vidSURFmatches;vidSURFinliers;vidSIFTcorners2;vidSIFTmatches;vidSIFTinliers;vidHARRIScorners2;vidHARRISmatches;vidHARRISinliers;OF_EstValid;SURF_EstValid;SIFT_EstValid;HARRIS_EstValid;
0;1;0;0;0.0275608;0;0;0.0275608;0;0;0.0259827;0;0;0.0259827;0;0;0.00542542;0;0;0.00542542;0;0;-0.250963;0;0;-0.250963;-0.974734;0.125528;0.184762;0.925376;-0.156836;-0.345083;-0.984074;0.177754;0.00115559;-0.343487;0.412103;0.843912;-0.974794;0.125059;0.184762;0;0;0.0275608;0.925447;-0.156416;-0.345083;0;0;0.0259827;-0.984091;0.177661;0.00115559;0;0;0.00542542;-0.341679;0.413604;0.843912;0;0;-0.250963;260;260;243;364;364;265;1000;1000;657;67;67;49;1;1;1;1;
1;2;0;0;0.0392559;0;0;0.0668167;0;0;0.0182436;0;0;0.0442263;0;0;-0.0130252;0;0;-0.00759975;0;0;0.0255703;0;0;-0.225393;0.958036;0.152506;0.242711;0.802453;-0.323607;-0.501346;-0.973277;0.210536;0.0916906;-0.987407;0.13003;-0.0901104;-0.0169362;0.278682;0.427474;0;0;0.0668167;1.72815;-0.479403;-0.846429;0;0;0.0442263;-1.95734;0.388326;0.0928461;0;0;-0.00759975;-1.32857;0.547517;0.753802;0;0;-0.225393;204;204;198;404;404;293;1000;1000;655;59;59;45;1;1;1;1;
2;3;0;0;0.0283623;0;0;0.095179;0;0;0.0487117;0;0;0.092938;0;0;-0.143895;0;0;-0.151495;0;0;0.0106226;0;0;-0.21477;-0.908835;0.0105133;-0.417024;0.931572;-0.28355;0.227537;-0.77194;0.589999;0.236665;-0.95439;0.188545;-0.231496;-0.925787;0.287685;0.0104496;0;0;0.095179;2.66018;-0.761442;-0.618892;0;0;0.092938;-2.72772;0.980363;0.329512;0;0;-0.151495;-2.28224;0.739638;0.522306;0;0;-0.21477;197;197;174;419;419;299;1000;1000;637;55;55;38;1;1;1;1;
3;4;0;0;0.0186409;0;0;0.11382;0;0;-0.238848;0;0;-0.14591;0;0;0.0221985;0;0;-0.129297;0;0;0.0348357;0;0;-0.179935;-0.858816;0.127886;0.496065;0.00427987;0.372948;0.927842;0.817366;-0.309181;-0.486127;-0.964048;0.19332;-0.182316;-1.78486;0.413865;0.506515;0;0;0.11382;2.66541;-0.388506;0.30895;0;0;-0.14591;-1.91105;0.669339;-0.156615;0;0;-0.129297;-3.24568;0.935985;0.33999;0;0;-0.179935;172;172;167;442;442;324;1000;1000;661;56;56;42;1;1;1;1;
4;5;0;0;0.0906663;0;0;0.204486;0;0;0.0316771;0;0;-0.114233;0;0;0.0356627;0;0;-0.0936339;0;0;0.00501309;0;0;-0.174921;-0.996421;-0.0658221;0.0530266;0.958878;0.189697;0.211111;0.991658;0.087508;0.0946353;-0.655342;0.13152;0.743794;-2.78104;0.344487;0.559542;0;0;0.204486;3.62466;-0.200721;0.520061;0;0;-0.114233;-0.91925;0.755226;-0.0619798;0;0;-0.0936339;-3.90062;1.06951;1.08378;0;0;-0.174921;137;137;124;448;448;321;1000;1000;673;50;50;40;1;1;1;1;
5;6;0;0;-0.00172326;0;0;0.202763;0;0;0.00735191;0;0;-0.106881;0;0;-0.00384784;0;0;-0.0974817;0;0;0;0;0;-0.174921;0.988697;-0.149604;-0.00981173;0.979857;-0.142687;-0.139718;0.931152;-0.226295;-0.285913;0.9582;0.279593;0.0606742;-1.79181;0.198383;0.54973;0;0;0.202763;4.60425;-0.345235;0.380343;0;0;-0.106881;0.0115157;0.527346;-0.347892;0;0;-0.0974817;-2.94157;1.34617;1.14446;0;0;-0.174921;165;165;162;460;460;318;1000;1000;659;52;52;41;1;1;1;1;
6;7;0;0;0.0158726;0;0;0.218636;0;0;0.0181968;0;0;-0.0886841;0;0;0.0529894;0;0;-0.0444923;0;0;-0.0036746;0;0;-0.178596;-0.979511;-0.1375;-0.147147;0.771651;0.163622;-0.61464;-0.12101;-0.109269;-0.986619;-0.95595;0.0210492;-0.292773;-2.77079;0.0571464;0.402583;0;0;0.218636;5.37616;-0.182808;-0.234297;0;0;-0.0886841;-0.109579;0.418171;-1.33451;0;0;-0.0444923;-3.89745;1.3702;0.851685;0;0;-0.178596;166;166;151;445;445;301;1000;1000;636;54;54;44;1;1;1;1;
7;8;0;0;-0.0185506;0;0;0.200085;0;0;0.0162108;0;0;-0.0724733;0;0;0.480035;0;0;0.435542;0;0;0;0;0;-0.178596;-0.0689829;-0.0615086;0.99572;0.924784;-0.135886;-0.355401;-0.0174436;-0.394109;-0.918898;0.823254;0.00224217;0.567669;-2.83956;-0.00460271;1.3983;0;0;0.200085;6.30077;-0.319863;-0.589698;0;0;-0.0724733;-0.124026;0.023941;-2.25341;0;0;0.435542;-3.07419;1.36988;1.41935;0;0;-0.178596;159;159;143;444;444;311;1000;1000;673;49;49;33;1;1;1;1;
8;9;0;0;0.025181;0;0;0.225266;0;0;-0.0505035;0;0;-0.122977;0;0;0.0108081;0;0;0.44635;0;0;-0.00747856;0;0;-0.186075;0.125738;0.126208;0.984003;-0.624048;0.378613;-0.683532;0.85957;0.0378994;-0.509611;0.940855;-0.15676;0.300364;-2.71432;0.122099;2.38231;0;0;0.225266;5.67753;0.0600887;-1.27323;0;0;-0.122977;0.735222;0.0685355;-2.76302;0;0;0.44635;-2.13385;1.21006;1.71972;0;0;-0.186075;118;118;109;450;450;316;1000;1000;655;44;44;36;1;1;1;1;
9;10;0;0;0.00552571;0;0;0.230792;0;0;-0.0993319;0;0;-0.222309;0;0;-0.0479369;0;0;0.398414;0;0;0.00902992;0;0;-0.177045;-0.154355;0.0603397;0.986171;-0.176103;0.241554;0.954274;-0.972195;0.211654;0.100194;0.926072;0.112215;0.360276;-2.86892;0.181817;3.36848;0;0;0.230792;5.50237;0.302324;-0.318956;0;0;-0.222309;-0.238422;0.273424;-2.66283;0;0;0.398414;-1.20744;1.31942;2.07999;0;0;-0.177045;117;117;104;450;450;326;1000;1000;683;57;57;41;1;1;1;1;
